name,review,rating
"my first fish bowl by lamaze / learning curve","I bought this toy to help stimulate my eight-month-old\'s development. When I got it in the mail, I immediately opened it and gave it to her. She has been playing with it since. Her favorite is the crinkle crab because she can make him make noise. She is fascinated by the others. She very quickly learned how to take them out and put them back into the bowl. She has had no difficulty in doing that. Great item, worth the money!! And it is so fun to watch!!",5
"my first fish bowl by lamaze / learning curve","Everyone knows nap time can be difficult, my daughter fights it everyday, sometimes she\'ll even jump around and hit the sides of her crib. We decided putting some of those cribside toys made of hard plastic was unrealistic at this point, however I saw this and got it right away.Although we had tried stuffed animals and other soft toys this works he best. It\'s a lot more interactive compared with just hugging her teddy bear. Everyday she plays with it, it also occupies her in the morning when she first wakes. I walk into her room and there she is holding her fishy. Plus if she rolls on it during the night there\'s no chance of hurting herself. She loves it.Great value! Something a little different.",5
"my first fish bowl by lamaze / learning curve","This is a very good toy that helps manual dexterity and the ability to recognize figures behind the clear plastic. My baby girl especially loves the crinkle crab and the clam !",5
"my first fish bowl by lamaze / learning curve","We first bought this toy for our oldest child when she was just beginning to sit up and play with toys.  She would sit in her crib and play for a hour or more just putting the sea creatures in and out.  It gave Mommy shower and make-up time!  We believe she loved the clear plastic on the bowl and the shape and feel of the pieces.  We had the same experience with daughter #2.  We have bought this several times for other new parents.  Our girls have also received similar toys (not Lamaze) ex: a cookie jar and have not enjoyed it anywhere near as much.  A little toy with big entertainment value!",5
"my first fish bowl by lamaze / learning curve","I saw this toy before I was pregnant and though it was so cute!So after I had my daughter, I had the best excuse to buy it!!!She loves it.  I bought it for her when she was about 3 months old.  She\'d chew on the little clam.  Now she uses it to learn that they make noise, and she can put them in and take them out of the bowl.It\'s worth the money.  Cute, educational, (quiet.. heh), and durable.",5
"my first fish bowl by lamaze / learning curve","We received this as a present for our 6 month old.  I don\'t really think she\'s old enough to put the individual toys in the fishbowl, but she sure loves playing with them!  I\'ve noticed that she likes &quot;crinkly&quot; toys, so she loves the crab.  So far, it has kept her very entertained.  I really like Lamaze products so far",4
"my first fish bowl by lamaze / learning curve","I bought this toy for my baby and for friends\' babies as well. The babies really love the faces on the toys and get a kick out of the different sounds each one makes. They enjoy looking at them through the clear plastic and taking them out and putting them back in over and over. Most kids seem fascinated by ocean creatures anyway, so I think it\'s bound to be a guaranteed &quot;hit&quot; for any child. My 2 1/2 year old still loves to play with the crab!",4
"my first fish bowl by lamaze / learning curve","This toy was given to my son by his grandmother.  I saw Lamaze and immediately thought it would be a great toy.  Not the case.My son received this fish bowl when he was about 4 months old.  He is now 9 months.  He chews on the crab for hours, but other than that not much else.  I feel that this is an expensive teething toy.I like the variety of color and the different textures of fabric the toy offers.",2
"my first fish bowl by lamaze / learning curve","I bought this for my son when he was 6mos.  He LOVED it!  What great little teethers each of the sea creatures make.  However, 1.5mos down the road, he totally ignored it.  It was beyond his developmental path.  Cute toy, but I\'m not sure it\'s worth it.",3
"Pedal Farm Tractor","We chose this tractor and trailer for a family gift for our two-year-old son and he loves it!  Visiting friends love it, too.  We looked at several others, but this one seemed to be the safest and most durable.  He cannot pedal the tractor yet, but loves to push it around or be pushed while sitting on it and will soon grow to it (he is tall).  The trailer is a great addition and our son loves to fill it with toys (or his little brother!).  The only negative is that the ""hitch"" for the trailer does not lock in place and can be turned causing the trailer to come off at bad times, but we would still recommend it.  The assembly was easy and our little farmer has been thrilled!",5
"Pedal Farm Tractor","I bought this for my son when he was 3 years old.  He is now 8 and handed it down to my younger son when he turned 2.  After 5 years of rough and tough riding it is just now starting to break down.  This has been an awesome toy.  We also purchased the trailer and the boys have loved them both.  I think it would have lasted even longer if my 8 year old would have stayed off of it after he had outgrown it.  Anyway the only thing you need to keep in mind is that there is no brake so be careful on hills.",5
"Pedal Farm Tractor","We bought this tractor to accompany the trailer.  Our grandsons are big into farm stuff and love to load up the trailer and pretend they are working ""on the farm.""  It is best for those old enough to reach the pedals (age 3 and up?).  It is very sturdy and durable.  Great toy for those busy toddlers and preschoolers.  Worth every penny it cost!",5
"Pedal Farm Tractor","We bought this tractor for our 2 and a half-year-old son, and he is able to pedal and manuever this vehicle very well, despite the recommended age of 3-6 years. This tractor is very sturdy, and nearly impossible to tip over. My son has deserted all other riding toys in favor of this tractor. I highly recommend purchasing the yellow trailer that is specifically made for this tractor, but is sold separately .... My son loads all kinds of treasures into the trailer and farms the yard for long periods of time....",5
"Fisher Price Nesting Action Vehicles","We bought these for our son when he turned two. He had seen them at a playmate\'s home and LOVED them. I liked them b/c unlike some of the other cars for sale...there is some learning value and they are VERY durable. They have been thrown, rolled, stepped on, etc and still show no signs of wear. Highly recommend!",5
"Fisher Price Nesting Action Vehicles","My son loves stacking cups, so a friend recommended this toy to me.  My son loves it and he enjoys pushing them around the floor.  They nest nicely into each other, which makes it a great toy for the diaper bag.",5
"Fisher Price Nesting Action Vehicles","My son Cameron just loves these great little stacking cars!  He enjoys stacking them and slapping them down and each has great little things that they do such as his fire truck has a ladder that clicks up and down, police car has a spinning &quot;light&quot; bar, and so on.  I think it\'s great, brightly colored and has great little faces....I would give this as a gift in the future, not a wasted toy, Oh the little wheels roll, too!",5
"Fisher Price Nesting Action Vehicles","My one year old son received these as a birthday gift. He loves them. Not only are they stackable, which helps with hand-eye coordination, but each car has individual moveable features. Although these features are small, they got his attention. The bright colors are nice also. They are a great buy for the price!  I highly recommend them as first trucks for a small child.",5
"Fisher Price Nesting Action Vehicles","I purchased this toy for my great grandson\'s first Christmas. He will be 6 months old. I can\'t wait to play with it with him. This is the first baby in our family for 18 years and all the family is waiting for the fun... I will be ordering a lot more soon. Thank you for the convenient shopping. AJ\'S Gee-Gee (Great Grandmom)",5
"Fisher Price Nesting Action Vehicles","I\'ve owned this set for several years.  My 4 granddaughters love to play with the cars.  Stacking, nesting, playing with the few moving parts.  It is one of their favorite toys when they come over.  And it is definitely one of mine - Lots of play value that stores very well.  They have learned colors, and numbers with these also.",4
"Fisher Price Nesting Action Vehicles","These are a huge hit with my one year old son.  We received these cars as a gift when my son was first born.  He started taking a real interest in them when he was about seven months old and still plays with them every day.  They are simple, durable, do not require batteries, and are easy to clean.  We\'ve traveled a lot with my son and these make terrific travel toys as they pack up easily and don\'t take up much space since they nest.  The smallest car rattles and is the perfect size for little hands.",5
"Fisher Price Nesting Action Vehicles","This is a great toy.  The wheels really work and each car has a special feature.  They store easily for packing on trips and putting away.  Both of my kids (boy and girl) have played with them.  They are brightly colored.  And best of all, these do not use batteries!",5
"Fisher Price Nesting Action Vehicles","My 11 month old received these last Christmas and he instantly began running them along the floor and playing with them. He is now 22 months and I have taught him his colors using these and he STILL loves to play with them.  One got run over by an electric scooter and it didn\'t even break! All parents should get these for your baby.  This is the one toy that will NOT sit and collect dust!",5
"Fisher Price Nesting Action Vehicles","My 14 month old son loves to stack and play with these little cars.  They are durable and easy to clean.  I throw them in  the diswasher and they hold up great.  They are well worth the money to me.",5
"Fisher Price Nesting Action Vehicles","Great toys, we always pack one or two in the diaper bag, our 7 month old loves to play with them and I don\'t worry at all about him chewing on these toys as there are only smooth surfaces",5
"Fisher Price Nesting Action Vehicles","My son has played with these from 6 months old, and still likes them occasionally (18 months now).  The small car is nice for babies to shake.  They don\'t do much, but they are cute.",4
"Fisher Price Nesting Action Vehicles","After being inundated with toys that require batteries and make so much noise this was a breath of fresh air. My son loves these vehicles! We got this when he was 6 months old. We stack them on top and he loves to knock it over. We nest them and he loves to find the surprise vehicle underneath. Now that he is 8 months old he is figuring out that the wheels move as well as some of the other moving features on each vehicle. I highly recommend this toy.",5
"Fisher Price Nesting Action Vehicles","I bought these for my 1 1/2 year old, and he loves them (and so does his 5-year old brother). They both stack the cars, hide them and ""vrroomm"" them. It is great to find a toy that doesn\'t need batteries or require an engineering degree to put together!Highly recommended.",4
"Fisher Price Nesting Action Vehicles","We bought these trucks for our 15 mo. old daughter and 4 mo. old son- We love them!  They are nesting which is fun for our daughter to look underneath the trucks to find the next one or they can stack one on top of the other to make a tower.  Perfect first trucks!  And they aren\'t too big- a perfect size!",5
"Fisher Price Nesting Action Vehicles","My son got this stacking truck set as a baby gift.  He was able to play with the trucks at about 6 months and they are still played with today (my son will be 2 next month). The overall durability of this toy is great; they look as good as when we got them even after lots of play and being taken along on many trips. I have not seen this toy in any store - so get it here while you still can!  It has been a much used toy and I highly recommend it for your small child.",5
"Fisher Price Nesting Action Vehicles","I bought the cars because they were easy to store, plus they were cars.  What I have found is that I can actually use then in many places since there is more than one vehicle.  Mostly they are easy to pack for a trip.",4
"Fisher Price Nesting Action Vehicles","My daughter loves these vehicles. She likes to watch them disappear as you stack them inside each other. And she loves to stack them atop of each other. Then she plays with them as cars, and even makes the sounds they make. They are wonderful fun toys, and great to take with you on trips, they are compact!",5
"Fisher Price Nesting Action Vehicles","My son loves this stacking toy. It is much more fun than the stackable rings toy even though he does have that one too. All the boys at our baby group have it and the babies who don\'t always come up to see what it is all about! You can\'t go wrong with this purchase.",5
"Fisher Price Nesting Action Vehicles","I got this toy for my daughter when she was very little.  She really hasn\'t been interested until recently.  Now she loves to put little people inside the cars and look at them through the top.  She lets objects play hide-and-seek under the cars but she really doesn\'t stack them or nest them very much.  I think they are worth the money because they were fairly cheap but she hasn\'t really used them for the intended purpose.  I don\'t think I would buy them again but I certainly wouldn\'t take them back if they were given to me. I think my daughter will use them in different ways with other toys, in the tub or pool or even outside as she grows.  They are extremely durable.",4
"Fisher Price Nesting Action Vehicles","Okay, well they don\'t really beep.  (But my 11-month old son loves when we roll these along and SAY &quot;beep beep!&quot;)  At this point, my son\'s favorite aspect of these cars is the little sunroof, siren and ladder on the tops.  He can sit there for ten minutes just flipping the sunroof back and forth!  Go figure!  These cars are super sturdy and have taken quite a beating on our coffee table.  (They\'re in much better shape than the coffee table at this point.)  I love that they nest together so they don\'t take up too much space when they\'re put away.  I also like that he can grow into them once he understands the nesting/stacking part better.  A great toy...gets played with each and every day!",5
"Fisher Price Nesting Action Vehicles","For well over a year my son has enjoyed stacking and playing with these cars. They have held up brilliantly to his abuse - they still look like new. Fun to stack, fun to roll. Clever toy that has been a winner with my son since he was one.",5
"Fisher Price Nesting Action Vehicles","We just bought this for my 9 month old daughter,she loves these cars, loves to turn the wheels and lookat the faces. She especially loves the little green car,it\'s the perfect size to fit in her tiny hand and it rattles.This toy is a hit! I highly recommend it.",5
"Fisher Price Nesting Action Vehicles","My son got this for Christmas and he loves all the cars.  His favorite is the fire truck.  He plays with it for a while.",4
"Fisher Price Nesting Action Vehicles","This is a wonderful toy that is fun, educational, and affordable! The cars are different colors, and each has a different number, 1 - 4, to help a child learn counting and colors. They also stack on top of each other and nest inside of each other.(The nesting feature is great for storage too). Each car has a neat fun feature for little ones to explore (e.g., the small car is also a rattle, the large fire truck\'s ladder moves, etc.) The cars are also very sturdy (as has been proven by my son repeatedly banging them together,) and they are easy for little hands to grab onto. At 6 months of age, my son really enjoys looking at the toys, passing them from one hand to the other, banging them together, and, of course, putting them in his mouth. I imagine this toy will remain one of my son\'s favorites as he learns to stack them and roll them on the floor. I would highly recommend this item.",5
"Fisher-Price Slumbertime Soother with Remote Control","My mother-in-law bought 2 of these for our twin boys-- one for each crib-- and they have been a life saver in getting our boys to settle down at night and go to sleep. Now our boys do not sleep without it! Anytime we are going somewhere overnight, we take at least one with us. It is also the only toy that plays music by itself for more than 30 sec. It will play for about 10 minutes!! It\'s our standard gift for all of our parent friends.",5
"Fisher-Price Slumbertime Soother with Remote Control","My daughter had this in her crib until she was 2 and loved it.  When she got old enough she loved to turn it on and off by herself.  I used this every night for her to go to sleep by. I used the place that you store the remote control in for extra pacifiers, so if she lost one during the night she would know where to find one.  I never used the remote, but loved the idea another had about putting in the car for rear facing infants when they get fussy you could just turn it on with the remote.  It\'s not too bright and the volume is adjustable.  Someone had said it eat batteries quickly,but I found that they lasted a very LONG time and I used it EVERY night. I highly recommend this product!!",5
"Fisher-Price Slumbertime Soother with Remote Control","I bought this product when my son was about 10 months old.  He was still having problems going to sleep at night and naptime.  The Slumbertime Soother is great.  I sing along with the songs.  My son turns it on himself and sometimes just plays with it.  The nature sounds relax him.  I really like the fact that it plays for ten minutes without stopping.",5
"Sassy 836 - Fascination Station","I bought this toy for an addition to my son\'s exerciser. However, it would not stick (to anything)!! I tried everything to make it stick. It was very frustrating.",1
"Sassy 836 - Fascination Station","i bought this beautie at k mart for 5 bucks. other that the suction cup not really working out well, my 3 month old loves it. hell, my husband and i also enjoy playing with it. it has a variey of colours and shapes that help stimulate the mind. you cant lose.",4
"Sassy 836 - Fascination Station","I bought this to use on the high chair, but within 2 days my son had the rattle part off the base. Needless to say it never went back on for more than 5 min. BUT he did enjoy it in the car and other places.",3
"Sassy 836 - Fascination Station","My son loved this toy.  He enjoyed playing with it in his highchair until he was 10 months old.  At that point he was strong enough to pull the toy from its\' base.  He pulled it so hard, he smashed himself in the face with it.  After that upsetting experience, we didn\'t put it in the base anymore.  He did still play with it as a rattle, but it did not hold his attention as well.  I would like to see this toy redesigned so that it cannot be separated from its\' base.",3
"Sassy 836 - Fascination Station","My son is nearly a year old and received this toy about 9 months ago.  We both love Sassy toys.  This one is bright and amusing.  Stick it on a car window, high chair tray, restaurant table, bathroom tile,...  We were disappointed in the life of the suction cup, but for all other reasons--color, amusement, education, and co-ordination--get one of these!",5
"Sassy Smiley Face Rattle","This toy is very cute, it has two handles for little hands to grasp, a mirror on one side and on the other the smiley face! the face has wiggly eyes and a nose to beep. but the nose can be frusterating for babies as my 18month old son still has a hard time beeping it! my all in all a cute,durable toy!!",5
"Sassy Circle Rattle","My son (who is now 2+ yrs) loved this rattle as a baby.  He loved it so much that I have given it to all of my mommy- friends as a gift.  This is the best toy to have for a young baby.  You will get them to smile for those all-important-photos with this one!!",5
"Sassy Circle Rattle","Both of my sons love this toy. My two year old played with it when he was a baby, and it found its way to the bottom of his toy box at Granny\'s. We found it about a month ago and his 5 month old baby brother began to play with it. Suprise Suprise he loves it too! And his big brother tries to steal it away. This toy is durable, and fun. What more could mom ask for??",5
"Sassy Circle Rattle","What I don\'t love about this is that the clear part, where the baby can watch the beads move with motion, contains BPA.  However, my daughter found this rattle a comfort to her while teething and chewed only the big protruding ball, which as far as I know is free from both PVC and BPA.  I thought she would like the textures of the rings, but nope, it was all about the ball.Also appreciated the bright colors.  This is a good bang for your buck baby toy -- for a while there we always had it in the diaper bag when we left the house.Best at about 6-12 months.  Can\'t see it getting a lot of use before 3 months and just not interesting to a toddler, even a toddler who is still teething.",5
"Sassy Who Loves Baby? Photo Album Book with teether handle","I was concerned about the chemical content of this ""plastic"" book since a baby will undoubtedly stick it in his mouth. I emailed Sassy and got a reply saying that this was BPA, PVC and Phtalates free. I can breathe a sigh of relief when I hand this to our baby...soon!",5
"Sassy Who Loves Baby? Photo Album Book with teether handle","We bought this for our 5 month old and put pictures of relatives that live far away inside the pages.  The book is very sturdy, &quot;chewable&quot; and has a lot of great colors/designs to look at.  Now at 8 months, this book is still one her favorites!  Plus she sees her grandma\'s and grandpa\'s, etc, faces every day.  We love it.",5
"Sassy Who Loves Baby? Photo Album Book with teether handle","I bought this for a new granddaughter.  I will not get to see her often as she lives in another state.  This book is great for out pictures and she can carry it around and look at the pictures as she would a book.  This way she can recognize us when we show up.  It is easy to carry and cleaning it is simple.  It is a great little photo book.",5
"Sassy Who Loves Baby? Photo Album Book with teether handle","I originally bought this for my 4 month old son, but my 17 month old daughter has taken it over.  We filled it with pictures of mom and dad, 2 sets of grandparents, and all the cousins with their families (there are only 6 slots for pics, but we took pictures of entire families - so we have 20 people in all).  She loves pointing to the pictures and identifying various people.  The pages are made out of thin plastic material and filled with foam, so are pretty soft, but still durable. The slots are sized for 3x5 inch pictures.  My 4 month old hasn\'t gotten much out of it yet, but I\'m sure he\'ll love it just as much in months to come.",5
"Sassy Who Loves Baby? Photo Album Book with teether handle","This is a nice photo book for babies as it has clear plastic sleeves to protect the pictures you place inside.",5
"Sassy Who Loves Baby? Photo Album Book with teether handle","Based on articles on the dangers of PVC plastic books, this book was tested and found to contain chemicals that are highly toxic for babies and toddlers. This materials have already been banned from children\'s toys in Europe.In order to read the many articles online that specifically name this book as having been found to contain chemicals that are dangerously toxic for children, google ""toxic bath books"" or the title of the book with the word ""toxic.""This book\'s concept is wonderful, but those who love children should share photos in another kind of album or book.",1
"Earlyears: Earl E. Bird with Teething Rings","We received an Earl E. Bird as a gift when we had our first baby eleven years ago. Since then, Earl has seen us through teething for three kids, and is still in good condition for our fourth baby!  He\'s a little faded around the edges, but just as loveable and soft, with difference textures for a chewy, drooly baby to gnaw on.I like that he\'s fully washable, and a nice quiet toy (at least in ours, the squeaker was very quiet to begin with and has since kind of stopped squeaking--but the squeaker was never the big attraction with Earl).  Perfect for taking on planes, or in church, or in the car. A great baby shower gift, since Earl is perfect for a boy or a girl.",5
"Earlyears: Earl E. Bird with Teething Rings","This little toy is safe for infants, and offers great color, texture and even sound.  Very Sweet, though a little pricey.",5
"My Quiet Book, Fabric Activity Book for Children","a wonderful learning tool and made very well so little hands cant rip it apart., my grandson loved the different colors and fabric,",5
"My Quiet Book, Fabric Activity Book for Children","This was given as a gift for my great grandson and they seemed very satisfied with it.  I haven\'t talked to them to see how he responded to it.",4
"My Quiet Book, Fabric Activity Book for Children","This is exactly like the one I had when I was a kid. My son really enjoys it and it keeps him entertained.",5
"My Quiet Book, Fabric Activity Book for Children","I had a book similar to this as a child and it brings back wonderful memories! My 20 month old struggles with several of the items, such as the shoe laces and snaps. But he loves the zipper and the Velcro shapes and the other pages give him a great way to learn and practice. Overall it\'s an item that he can grow into and it\'s super cute!",5
"My Quiet Book, Fabric Activity Book for Children","My daughter enjoys taking it apart more than putting it back together, but a great product.  It has kept her occupied while flying.",5
"My Quiet Book, Fabric Activity Book for Children","Got this for a plane ride 3 months ago. The snaps are hard to snap and he gets frustrated. Most pieces are attached to the book which is nice, he can\'t lose them. He flips thru it but that is about it. Maybe when we travel again he will find it more interesting. We keep it for trips only so it will be ""new"" each time. He has seen it up on the shelf and asks for it but when we give it to him he is done flipping thru in a few minutes and it is left on the floor for other books.",4
"My Quiet Book, Fabric Activity Book for Children","I bought this for my grandbaby for Christmas. She loves it and my daughter kept saying it was such a neat toy.",5
"My Quiet Book, Fabric Activity Book for Children","My 8 month toddler enjoys this book. Very good idea with mind-stimulating activities on each page. Well worth it for the price.",5
"My Quiet Book, Fabric Activity Book for Children","Well made and quite a few different textures.Toddler loved this book and Mom approved, too.Everyone was happy with this selection.",5
"My Quiet Book, Fabric Activity Book for Children","Just what I wanted, but did\'t have the time to sew myself! Love it! My granddaughter  just loves playing with this wonderful book.",5
"My Quiet Book, Fabric Activity Book for Children","I really like this book. You can show your baby shapes, teach her how to use buttons, zipper and snaps, tie a shoe and tell time. My baby is too young for most of these activities at this time, but she already loves to play with this book. I see a lot of quality time spent with this book in the future.",5
"My Quiet Book, Fabric Activity Book for Children","My 2 yr+ old grand daughter liked this book a lot.  She did have a hard time with some the buttons or snaps.  They were sewn pretty tight to the backing and was kind of hard to get her fingers under to be able to button or snap.  Overall, she did enjoy each activity.",4
"Lullaby and Goodnight by Pockets of Learning","I ordered this book for the up-coming birthday of a grandson. It really is cute and an excellent quality. It comes with a small stuffed bear that you can remove from the book. Each page of the book has a different night-time activity for the bear to do such as have a glass of milk, brush his teeth etc. I\'m not exactly sure what I was expecting because even though it is a quality toy I\'m not sure that Liam will use it enough to make it worth the price I paid.  The Pockets of Learning toys all seem to be very high quality if somewhat pricy.",4
"Lullaby and Goodnight by Pockets of Learning","Both of my boys liked playing with this book.  They also liked to take the bear out and play with him.  The pajamas are a little hard to put on, but they didn\'t seem to care much.  My youngest actually has slept with the little bear!",4
"Lullaby and Goodnight by Pockets of Learning","This book is very cute, and despite other comments I found it to be well made. My son is not real interested though but maybe he will later on. I just think that it doesn\'t have enough pages and interactivity for the price you are paying.",3
"Lullaby and Goodnight by Pockets of Learning","This is a cute, interactive book made out of fabric. It walks you though the night routine (1. Drink your milk, 2. Brush your teeth, 3. Take off your clothes, 4. take a bath, 5. Put on pajamas, 6. Bedtime story, 7. Say a prayer, 8. Lullaby and goodnight) - works well for praying people - unfortunately, I bought it for an agnostic family!",3
"Baby Monitor - Direct Link Privacy Monitor","Considering how horrible the selection is these days for choosing a quality baby monitor that doesn\'t transmit to anyone and everyone who may be listening in, intentionally or unintentionally, this seems to be one of the best choices to make.  Your scrambled voice will sound like Donald Duck on a regular analog 46-49 mhz cordless phone or radio scanner, so it\'s at least a moderate roadblock for the average signal interceptor.  However, why on earth there is no 900 mhz (or higher) digital-spread-spectrum baby monitor on the market is beyond me.  So, this unit is one of the better compromises out there, and at ... on amazon.com, it is amazingly affordable.",3
"North American Bear Company Sleepyhead Bunny Blue, Blue Stripe, Medium","This is a perfect baby gift:  washable, no parts on which to choke, snuggly, VERY durable and best of all you can give the same gift to all children in the family, by just monogramming an ear.",5
"North American Bear Company Sleepyhead Bunny Blue, Blue Stripe, Medium","My 3 year old son goes EVERYWHERE with Blue Bunny. This is his 6th one since he was born. Considering the amount of time he spends with Blue Bunny, they are probable pretty durable - I wash them about once a week. The great thing about him is there is nothing that can hurt my son on Blue. He is so soft and cozy. Great friend for small children.",5
"North American Bear Company Sleepyhead Bunny Pink, Pink Stripe, Medium","Although I haven\'t seen it, my 2 year old niece loves it and that\'s what matters, so all is well :)",5
"HABA Piro Clutching Toy","Some of the pictures I saw on line of this toy were much bigger than the actual toy.  I did not notice any measurements in the descriptions and was surprised that it was so small for the price.",3
"HABA Piro Clutching Toy","This is a HABA toy that I have given as a gift many times--it is a very intriguing baby toy--Can\'t wait to give it to my first grandchild(Boy) due on June 16th",5
"Big and Small Chime Ball by Sassy","This is an iteresting ball that my baby has loved from about 6 months to 18+ months.  The chime is pleasant, not annoying and this ball is easy for a baby to pick up and manipulate.  It is my understanding that the Sassy line is BPA and Phalate free, so you dont have to worry about your child putting this toy in her mouth.",5
"Big and Small Chime Ball by Sassy","This toy is a hardier toy than most, I found it is a great toy for my middle sized parrots who love to play with balls with bells in them. So far this toy has lasted almost a year now.",5
"Big and Small Chime Ball by Sassy","My daughter is 4 months old and she really loves this ball as its very easy for her to hold - a skill she\'s just learned.",4
"Pooh Baby\'s First Tigger","Perfect for young children and overall good quality for the price.",5
"Pooh Baby\'s First Tigger","I actually got the ""Pooh"" one which for some reason is not advertised on babiesrus.com/amazon.I believe that toys like this sometimes are more for the parents as opposed to the babies, but still it is a cute toy!  It went with my newborn son everywhere we went because it fit perfectly with him in his carrier and it was a cute, small toy we could use to interact with.  At 9-months-old he\'s not at that age where he\'s hugging, chewing, just all out playing with his toys and he likes it for that reason.  But babies need more that just stuffed animals.  He\'s obviously much more interested in toys that make sounds or light so his Pooh mostly stays in his room with the other \'dolls\'.This is still a cute item.  I haven\'t had to wash it yet, but it sure is durable.",5
"Pedella Wooden Push Toy","This is a must have for any toddler!  I bought one for my brothers triplets who were 1 1/2 years old at the time.  They loved it!  One would push & the other 2 would chase after it.  They love watching the duck waddle & its feet go round & round.  Best of all, no batteries!  Yaayyyy!!Fifteen years ago, I bought my daughter a little push clown from the same company.  It was her favorite toy & was passed onto her brother.  With heavy playing by 2 children it never lost any of its paint or parts.  It\'s something we are saving for grandchildren one day.",5
"Infant Stim-mobile","Love this mobile!  It is challenging and their eyes are drawn to it.  My son couldn\'t look at it until he got older as he didn\'t like high contrast, but at @ 7 mo he got into it.  If you are a parent who appreciates observing the small nuances of learning that occur in the development process--you will be able to witness it with this toy.  I\'m not a parent trying to turn my children into geniuses, but definitely into maximizing their capabilities to incite their own curiosities.  Keeping children zoned out is not a priority--so for those who want to do that--turn on the tv and buy toys with bells and whistles.  For others, get toys like this one.",5
"Infant Stim-mobile","We found this at a garage sale and I read about it and it seemed really interesting so I bought it. This is for the first few months of a baby\'s life and should not move much, contrary to what the first poster said, because you want stimulation but you don\'t want to over-stimulate a baby. However, we did notice that sometiems our baby does like the mobile to move and it is summer here but the air conditioner blowing air around the room should be enough movement. When it\'s not moving, we can just put a small fan on its lowest setting about 6 feet from the crib and the small wiggling was enough movement to keep her stimulated but not so much movement that she can\'t keep track of the object (babies this young are not good at tracking so you don\'t want a lot of motion), but still we only do this once in a while, not at all times.One of the best things about this mobile is that our baby only wakes us up at night to feed. If she wakes herself up she will sit and stare at it for a long time and be happy since we have a small nightlight in the room. Any time we put her in the crib we can see her staring at the simple shapes. Shown in the picture on the product page is the detailed shapes, you flip the cardboard from the simple to the detailed shapes when they are about 2 months old, then remove this mobile for a more \'traditional\' one with movement and objects the baby can grab at about 4 months. This is a somewhat delicate mobile since it uses air currents to move, so you need to keep it safe from a grabbing/eating baby.Also, one nice feature is that ours came with a travel pack, or at least that\'s how I\'m using it. Besides the crib mount, there is an 8 inch circular plastic ring with fishing wire for hanging the mobile. You can hang it anywhere with a string, either taping string to the ceiling or tying it to any overhang. It also came with a cardboard carrying case thing which is very thin and easy to take with you on a trip.For those with a math/science background, it\'s really interesting to note that first side of the cards have objects with very low spatial frequency. The \'detailed\' sides are actually the same patterns, but with a moderately higher spatial frequency. After 4 months, you use standard mobiles, which have very high spatial frequencies, as well as colors and things the baby can grab to improve hand-eye coordination. Basically, you start showing the child very low frequency objects that are easy to observe and track, then gradually move up until they can use the high frequency information.Now, I want to explain why I did not give this item 5 stars even though it\'s an amazing product. Before my baby was a month old, I noticed that she was already able to detect some colors and this stim-mobile is only black and white. This is from 1990, so I guess over the last 20 years they have refined the product so that the simple side has some red (first color a baby sees) and other simple colors, while the reverse side has more vivid colors, but uses the same idea of going from low spatial frequencies to higher spatial frequencies. I ordered the newest version but still kept this around for changing table and pack n play entertainment since she loves it. If I had not known about the improved version, I would have given it 5 stars, but there is something better available so I highly recommend getting the updated version for every newborn.",4
"Fisher Price - Baby Bowling","I\'m really disappointed with this toy.  It never kept my daughter\'s attention.",1
"Fisher Price - Baby Bowling","Cute toy, durable and is simple. Nothing sings, light up or dances...just what our kids truly need. Everything talks, spins, lights up....it is hard to find SIMPLE stimulation toys that kids have to manipulate themselves. This set challenges kids mentally as they try to figure out a. how to roll a ball b. how to aim the ball c. how to knock the pins down d. how to pick up the wobbly little guys. also you can tell your child \'aim for the red guy\' or \'aim for the yellow guy\'. great for teaching basic colors and counting too. don\'t forget you can always say WOW you knocked ONE over...and so forth. great all around and gets tossed around too so clearly after using for a month and being bashed on teh floor by little hands trying to figure out how to bounce the not bouncy ball (exploration) nothing has broken.",5
"Rattlesnake Squirt","Not that==> I &lt;==would -- ever -- do it, or recommend it, but there is a gag called theRattlesnake Eggsprank.It is nothing more than a simple mechanism hidden in an envelope that says:""WARNING: RATTLESNAKE EGGS. KEEP AWAY FROM HEAT TO AVOID HATCHING!""I can just picture someone putting a few of these prank envelopes in the backseat of""somebody\'s"" car next to one of these snakes. The first slight bump -- while driving --will produce a r=a=t=t=l=i=n=g sound which should MORE than just shake someone upwhen they look behind them and noticethe SNAKE!What an excellent, cruel, gag. Not for your parents---or grand parents---for OBVIOUS reasons!",5
"Comfy Easy PC Play &amp; Learn Keyboard","This product was very innovative when introduced in 1997-8.  It sold at FAO Schwarts for about $100 and we got it for our 18 month old daughter.  She used it until she was at least 3 (we then moved to Reader Rabbit).  The way it worked then -  you plugged the key board into the printer port and the sw was on two CDs. The keyboard did not require mouse skills, just visual selection of very large buttons.  Very interactive, very educational for the toddler/preschool set.  The developer was Israeli and they did not have good US distribution.  It now seems that they finally found someone to distribute it.",5
"Comfy Easy PC Play &amp; Learn Keyboard","I have to say, the first time we played with this I thought it was going to be a dud and I was thinking I would send it back.  It\'s very simple and not much interaction to it.  But it turns out my 2 year old daughter loves it.  She gets a kick out of it and it\'s all she needs in a toy.(This is the Comfy PC and not the Elmo toy.)",4
